Restaurant,Chinese Reviews Rating,Chinese Reviews Count,All Reviews Rating,All Reviews Count,Link
Peking Kitchen,3.6,5,3.6,116,https://www.google.com/maps/place/?q=place_id:ChIJpV8Xtx1FwokRT5if5uR_I-Y
Egg Roll,3.6,10,3.7,242,https://www.google.com/maps/place/?q=place_id:ChIJjxGMpUFcwokRRA0PiubyV3M
Dumpling Man,3.6,30,4.3,855,https://www.google.com/maps/place/?q=place_id:ChIJFZ6BFJ1ZwokR5gGXJF4XVug
Kung Fu Little Steamed Buns Ramen,3.598130841,107,4.2,778,https://www.google.com/maps/place/?q=place_id:ChIJC8BYk-RYwokR6opRG65OAUM
Yi Feng Yuan,3.597826087,92,3.7,191,https://www.google.com/maps/place/?q=place_id:ChIJ48RfyQ9gwokR93VQEc2Kjo4
Shun Deck,3.588235294,102,3.5,231,https://www.google.com/maps/place/?q=place_id:ChIJAyhZGgdFwokRBdLdy6wM8aA
Nom Wah Nolita,3.586206897,29,4.1,617,https://www.google.com/maps/place/?q=place_id:ChIJLxEbJoZZwokRBgg1pE4COTo
Emperor Seafood,3.586206897,116,3.7,285,https://www.google.com/maps/place/?q=place_id:ChIJHbjr73lhwokRSoJ81Asu9RA
Peking Duck House,3.581196581,117,4,1599,https://www.google.com/maps/place/?q=place_id:ChIJOd2Y7yZawokRZrmsAw8Y_U4
Farmer's,3.578947368,114,3.7,273,https://www.google.com/maps/place/?q=place_id:ChIJPw5-Pw1FwokRo59HcmnZAEs
Old Beijing BBQ,3.575221239,113,3.6,260,https://www.google.com/maps/place/?q=place_id:ChIJyWytlxZgwokRwZrwYQpYD60
Kitchen Paradise,3.5625,16,3.4,107,https://www.google.com/maps/place/?q=place_id:ChIJBfv4tTZZwokRowjp7o72f0o
Dim Sum Go Go,3.559055118,127,4.1,1687,https://www.google.com/maps/place/?q=place_id:ChIJBQwbiCZawokRak_8KefFP7M
Kings Co Imperial LES,3.555555556,9,4.5,370,https://www.google.com/maps/place/?q=place_id:ChIJwbkWUIBZwokRwSYfO3yTCqk
New Lucky Star,3.545454545,11,4,175,https://www.google.com/maps/place/?q=place_id:ChIJeY1CH5dfwokRB7Xk0nfybHc
Five Loaves & Two Fishes,3.544117647,68,3.7,267,https://www.google.com/maps/place/?q=place_id:ChIJb3BWxqxfwokRVgY3NYCkj24
Corner 28,3.528301887,106,3.8,426,https://www.google.com/maps/place/?q=place_id:ChIJuRovhwxgwokRkZOs5i8xGtM
Good Fortune,3.508833922,283,3.7,911,https://www.google.com/maps/place/?q=place_id:ChIJ-1UjJEBgwokR6th7K9XY7OM
Jing Lung,3.5,2,3.9,169,https://www.google.com/maps/place/?q=place_id:ChIJ0fdSKm9bwokRJEhU0-DjT-Q
NEW HONG KONG KITCHEN,3.5,2,3.8,111,https://www.google.com/maps/place/?q=place_id:ChIJ8d19kZX0wokRPdKLOPxuf64
Chan's Village,3.5,4,3.9,164,https://www.google.com/maps/place/?q=place_id:ChIJLYumIMH0wokRmkwC176HSOA
New Asia,3.5,6,3.3,172,https://www.google.com/maps/place/?q=place_id:ChIJYyEEuIJYwokRIjuZOMIJtq4
Wah Lung,3.5,6,3.8,190,https://www.google.com/maps/place/?q=place_id:ChIJ6XIN1pVEwokR1LM_GbCAA-U
Red Flower Restaurant,3.5,6,3.7,264,https://www.google.com/maps/place/?q=place_id:ChIJBYdOJc7ywokRCBPtmTfIm-Q
East 21,3.5,6,4.3,102,https://www.google.com/maps/place/?q=place_id:ChIJ8YiXRAFfwokRgF0oUHpkNQA
Panda Express,3.5,24,3.8,1292,https://www.google.com/maps/place/?q=place_id:ChIJ9wTPYBFewokRUFQF7EgDg4E
New Pacific Palace,3.479381443,194,3.8,699,https://www.google.com/maps/place/?q=place_id:ChIJ9dmmYTVFwokRn1hcXklqp8g
Qian Xi Prestige Catering,3.465909091,88,3.7,224,https://www.google.com/maps/place/?q=place_id:ChIJLVS9KQBhwokRvI8tzphncG0
Mrs. Fish,3.456521739,46,3.6,315,https://www.google.com/maps/place/?q=place_id:ChIJLUVoTmBbwokRC1-4BFSNJ5s
China City,3.454545455,11,4,221,https://www.google.com/maps/place/?q=place_id:ChIJQxOSaP1EwokRsyiqcNXUnKk
Hutong New York,3.450549451,182,4.2,1263,https://www.google.com/maps/place/?q=place_id:ChIJweMOgwxZwokRm_BlZ1YAiZc
China House 🇨🇳,3.428571429,7,4,149,https://www.google.com/maps/place/?q=place_id:ChIJAXANuplewokR8Xoph57WaJM
Mr. Bao,3.428571429,21,4.1,289,https://www.google.com/maps/place/?q=place_id:ChIJA9SIWRBZwokRhwUDjVndVuY
Jade Island,3.428571429,21,4.2,929,https://www.google.com/maps/place/?q=place_id:ChIJb4WRHYNLwokR465vNzRW3OM
Beef & Fish,3.413043478,92,3.5,157,https://www.google.com/maps/place/?q=place_id:ChIJ9Sa_abVawokR070dx165SLQ
Sanmiwago,3.407407407,27,4.2,151,https://www.google.com/maps/place/?q=place_id:ChIJPQzGrSlbwokRlYllmOT6BY4
Fortune Palace 富臨門宴會廳,3.407407407,108,3.5,276,https://www.google.com/maps/place/?q=place_id:ChIJR0FO3TdFwokRJ2tuO2B82w4
WOK IN THE CLOUDS,3.4,5,4.5,372,https://www.google.com/maps/place/?q=place_id:ChIJi0SOSF1ZwokRm5r1egtKNaE
Good Friend Woo,3.4,5,4.2,126,https://www.google.com/maps/place/?q=place_id:ChIJ6eWq7ttcwokRxs-XQHnIePA
Chung Chun Kitchen,3.4,5,3.8,308,https://www.google.com/maps/place/?q=place_id:ChIJN-Yzv7dbwokRBKMQSTXflCE
New Choy Hing,3.4,5,3.4,121,https://www.google.com/maps/place/?q=place_id:ChIJj-D--xRcwokR-GJuCBxPjEw
Big Apple Kitchen,3.4,5,3.9,178,https://www.google.com/maps/place/?q=place_id:ChIJ7QWHsl9cwokRSv15BxC5Iwo
Win Xin,3.4,5,3.8,139,https://www.google.com/maps/place/?q=place_id:ChIJtejB8xpcwokRK7EjGyvcEkQ
China Pavillion,3.4,5,4,170,https://www.google.com/maps/place/?q=place_id:ChIJy6yJ4VTzwokRvZPHe9Se8zE
Neptune Cafe,3.4,5,3.6,196,https://www.google.com/maps/place/?q=place_id:ChIJkbgHbQtRwokRpDF7ubNgyL4
Wonderful Chinese,3.4,5,3.7,150,https://www.google.com/maps/place/?q=place_id:ChIJv__lt9xSwokRpCAse92xbm8
Yeah Shanghai Deluxe,3.380434783,92,3.5,1013,https://www.google.com/maps/place/?q=place_id:ChIJ-XijHCdawokRj4-5fhe5Q68
Peking Kitchen,3.375,8,3.5,156,https://www.google.com/maps/place/?q=place_id:ChIJhXPF1rhEwokR3veBCMj1Lhk
No 1 Kitchen,3.375,8,4,152,https://www.google.com/maps/place/?q=place_id:ChIJsYQAnHVZwokRkY4Zxki9OpM
New Spicy Village,3.375,16,4,123,https://www.google.com/maps/place/?q=place_id:ChIJwQupGy9ZwokRROx8iPZsVMQ
Wu Liang Ye,3.37,100,4,682,https://www.google.com/maps/place/?q=place_id:ChIJLQCw4_5YwokRCrItAGHAiB0
Chun Hong Kong Cafe,3.366666667,60,3.7,163,https://www.google.com/maps/place/?q=place_id:ChIJYa9ecwBFwokRxVz9Sh1CSAE
Hao Pi dim sum express,3.363636364,55,3.7,166,https://www.google.com/maps/place/?q=place_id:ChIJB7OxUlRhwokRGPJlvMWrR1E
Sun Sai Gai,3.355555556,90,4,963,https://www.google.com/maps/place/?q=place_id:ChIJHzbNXCdawokRFo2qgK5YHtM
Spring Fish Village,3.349206349,63,3.3,144,https://www.google.com/maps/place/?q=place_id:ChIJVy7v6hFgwokRVNAg2FtxO_4
MJ USA 東旺飯店,3.347222222,72,3.3,199,https://www.google.com/maps/place/?q=place_id:ChIJg1-64FxgwokRFRPPmYCaSjc
Makoto Asian Cuisine,3.344827586,29,4.2,802,https://www.google.com/maps/place/?q=place_id:ChIJS042BD60w4kR1lVgmOEPL2I
New Jin Bu,3.333333333,3,4,126,https://www.google.com/maps/place/?q=place_id:ChIJzS1V2UNcwokRbaDWXR0hri8
Cheun Hing Kitchen,3.333333333,3,3.7,135,https://www.google.com/maps/place/?q=place_id:ChIJRXh2sEpnwokRDFRGWaJ_uqs
Dragon City,3.333333333,3,3.8,353,https://www.google.com/maps/place/?q=place_id:ChIJjeOP67iMwokRlQs3QkC3UU8
Chef Hong II,3.333333333,3,4.3,133,https://www.google.com/maps/place/?q=place_id:ChIJsdt-W6DKw4kRXdfcvg_BsTc
Fatima's Halal,3.333333333,3,4.1,425,https://www.google.com/maps/place/?q=place_id:ChIJP5ree-NhwokRNun38vx09DQ
Eatzy Chinese,3.333333333,3,3.3,383,https://www.google.com/maps/place/?q=place_id:ChIJy0VDjRVfwokR4AFVAogIVuk
Good Chinese Kitchen,3.333333333,6,4.5,279,https://www.google.com/maps/place/?q=place_id:ChIJlwvzc-X3wokR9pDnNzjDPhk
China Wok,3.333333333,6,3.2,127,https://www.google.com/maps/place/?q=place_id:ChIJdcMqQzbzwokRTPctfLCPq5M
The Dumpling Cove,3.333333333,9,4.1,2095,https://www.google.com/maps/place/?q=place_id:ChIJCcCZ38uMwokRoLfGdwraLNQ
New Kim Tuong,3.3,40,3.8,150,https://www.google.com/maps/place/?q=place_id:ChIJhbezoLZZwokRTnhQ8NR_fYo
"Roosevelt BBQ 牧香串店 - 목향 꼬치식당, Authentic Korean Chinese Restaurant, Grilled BBQ in Flushing, NY,",3.289855072,69,3.5,193,https://www.google.com/maps/place/?q=place_id:ChIJYwrb_hBgwokRHmQHkWdvcX8
New China kitchen,3.285714286,7,3.8,112,https://www.google.com/maps/place/?q=place_id:ChIJC2TCbKNSwokRkcpm6ShAOXw
Little Dumpling Bayside 李小籠,3.274193548,62,3.9,401,https://www.google.com/maps/place/?q=place_id:ChIJHxPkDvFhwokRfPw49tG19lc
Baybridge Szechuan,3.266666667,15,4.1,184,https://www.google.com/maps/place/?q=place_id:ChIJKy5nTVyKwokRonUvPZaaUKE
Shun Lee Palace,3.260869565,23,3.8,323,https://www.google.com/maps/place/?q=place_id:ChIJO8Bn7eRYwokRzpiMOXnARiU
King Food Chen,3.25,4,3.7,204,https://www.google.com/maps/place/?q=place_id:ChIJYxhxzIVYwokRMKG4V2VfeL4
Sagar Chinese,3.25,8,3.6,1809,https://www.google.com/maps/place/?q=place_id:ChIJhZb5J2xiwokRLnO3aNyXCZg
J.J. Garden,3.25,12,4.2,430,https://www.google.com/maps/place/?q=place_id:ChIJQbBWD5hfwokRvwiFxiQgPkQ
Hot Kitchen Sichuan Style,3.247058824,85,3.4,222,https://www.google.com/maps/place/?q=place_id:ChIJexYKfA5gwokRxMTUCONDlcE
Shun Lee West,3.24137931,29,3.7,612,https://www.google.com/maps/place/?q=place_id:ChIJe_-5BfVYwokRvcY01Ulz7e8
Super Rice蓮旺家鄉味,3.24,150,3.4,348,https://www.google.com/maps/place/?q=place_id:ChIJmam_FCJFwokRK_NiUct9AYo
Mimi Cheng's Dumplings,3.229166667,48,4,624,https://www.google.com/maps/place/?q=place_id:ChIJmfgEKpxZwokRpIuXrrtjyaY
Empire Szechuan,3.222222222,9,3.5,147,https://www.google.com/maps/place/?q=place_id:ChIJVwrM31xLwokRGtDhLUUzYXo
Panda Express,3.222222222,9,3.3,406,https://www.google.com/maps/place/?q=place_id:ChIJVT0GNNlgwokRbyvj9KVnZvM
Zhang Liang Spicy Hot Pot,3.202020202,99,3.7,303,https://www.google.com/maps/place/?q=place_id:ChIJJTomq5xbwokRQBx6Tkgtcfs
Great Dragon,3.2,5,3.4,123,https://www.google.com/maps/place/?q=place_id:ChIJt4MdMCFnwokRuKg1N9vcYpk
Ling's Chinese Kitchen,3.2,5,4,368,https://www.google.com/maps/place/?q=place_id:ChIJWQ1FoQC2w4kRnwwnrGblxxY
Grandma's Dim Sum,3.2,90,3.6,414,https://www.google.com/maps/place/?q=place_id:ChIJhXHQawxgwokRnkcAv7M8nC8
Famous Sichuan 川外川,3.195121951,82,3.9,651,https://www.google.com/maps/place/?q=place_id:ChIJMf7bVSZawokR_ArheIEhY48
1480 HK Café,3.194029851,67,3.4,211,https://www.google.com/maps/place/?q=place_id:ChIJKRUCGsuJwokR3mWwW3Tfrek
Dhaka Garden,3.166666667,6,3.4,560,https://www.google.com/maps/place/?q=place_id:ChIJ-YAd7gZfwokRIEXwKjfBdfU
红苹果 Jiang’s Bistro,3.14893617,47,3.2,109,https://www.google.com/maps/place/?q=place_id:ChIJHXJ2p8tawokRg2iyMc3vVek
Glatt Coney,3.142857143,7,3.6,485,https://www.google.com/maps/place/?q=place_id:ChIJsT5MsMZEwokRNgp3BatTC_A
Empire Garden,3.142857143,7,4.1,239,https://www.google.com/maps/place/?q=place_id:ChIJ50IbfJ5iwokRjZo_xL5foEU
Shanghai Mong,3.136363636,88,3.5,1029,https://www.google.com/maps/place/?q=place_id:ChIJsRRm3qhZwokRQDPFy0HJx7s
Ming Kee Kitchen,3.125,32,3.6,124,https://www.google.com/maps/place/?q=place_id:ChIJ0w6Xc-RZwokRxqYNxVqSbKc
Panda Express,3.111111111,9,3.3,212,https://www.google.com/maps/place/?q=place_id:ChIJVVVV-UtewokRZwx6c-W9aoY
Sagar Chinese,3.1,10,3.5,1941,https://www.google.com/maps/place/?q=place_id:ChIJPUQERB5hwokRU93QMxroV7A
Nanking,3.095238095,21,3.6,1168,https://www.google.com/maps/place/?q=place_id:ChIJV_t0zB-IwokR_NkPYcV4acU
Panda Express,3.071428571,14,3.5,114,https://www.google.com/maps/place/?q=place_id:ChIJfYR1HQBZwokRWCwhG1IIkq8
King's Chef,3.052631579,19,3.3,197,https://www.google.com/maps/place/?q=place_id:ChIJMXID_QNgwokRSUzJ19MqBbE
New Yee Li,3.033333333,30,3.6,109,https://www.google.com/maps/place/?q=place_id:ChIJpzvsUkVFwokR3DEt9gutvi8
金宮 GOLDEN PALACE,3,1,3.9,131,https://www.google.com/maps/place/?q=place_id:ChIJRaABXtH0wokReUgcdchFZGs
New Taste of China,3,1,3.8,122,https://www.google.com/maps/place/?q=place_id:ChIJ4xYFT1REwokR3WYkzpad8ao
No.1 Chinese Kitchen,3,1,4,122,https://www.google.com/maps/place/?q=place_id:ChIJg2K583HzwokRQImqSURbKYE
Tailai Kitchen,3,2,3.8,155,https://www.google.com/maps/place/?q=place_id:ChIJD_ekhPJcwokR6e4rK9JJI5s
New Happy Garden,3,2,4,124,https://www.google.com/maps/place/?q=place_id:ChIJPRSChlJcwokRybQsu0m13Oo
New China Fresh Restaurant,3,2,3.4,108,https://www.google.com/maps/place/?q=place_id:ChIJKXTBJKVgwokR3-ZPBw8MILM
King Wok,3,2,3.1,245,https://www.google.com/maps/place/?q=place_id:ChIJb0Rm7WfzwokRz8GP-2lMYtc
Kawah,3,2,4,127,https://www.google.com/maps/place/?q=place_id:ChIJUUZwmXbzwokRl21EpqEiFow
New Chinese Fried Chicken,3,2,4.4,151,https://www.google.com/maps/place/?q=place_id:ChIJIz6V5gD1wokRG4h_eQnQlNk
Ho Wah China Wok INC.,3,2,3.8,106,https://www.google.com/maps/place/?q=place_id:ChIJZ3c0D25hwokRwYyIzJlFwZQ
Kam's Kitchen,3,2,3.6,244,https://www.google.com/maps/place/?q=place_id:ChIJU85L_eNjwokRRE_ghmPHCGQ
Xing Sheng - Jackie Chan's Chinese Restaurant,3,2,3.5,115,https://www.google.com/maps/place/?q=place_id:ChIJ3SYAcRb0wokRmQW79UwZb-0
Cheung Khei,3,3,4.1,183,https://www.google.com/maps/place/?q=place_id:ChIJ0ydoYG5iwokRjvSBtYWvbxA
China Chalet,3,3,4,191,https://www.google.com/maps/place/?q=place_id:ChIJmStuha1LwokRaNNHVDLRoAg
Hong Kong Kitchen,3,3,3.9,177,https://www.google.com/maps/place/?q=place_id:ChIJxwfpt4LzwokRW4KgOyF2Jig
King's Wok 🇨🇳,3,4,4.2,125,https://www.google.com/maps/place/?q=place_id:ChIJSQqXD55bwokRtz92dst8itc
Happy Wok,3,4,4.1,213,https://www.google.com/maps/place/?q=place_id:ChIJMfQ5g1f0wokR-SczyQiasAs
No. 1,3,4,3.3,136,https://www.google.com/maps/place/?q=place_id:ChIJ0Qmt2SxbwokRnveNG4ivumg
May Luck Kitchen,3,4,3.8,109,https://www.google.com/maps/place/?q=place_id:ChIJ_RZ33dpgwokRhulgO0hr8ik
Jian On,3,5,3.9,137,https://www.google.com/maps/place/?q=place_id:ChIJCZh-qEFiwokRXBXYaSFMxHE
Shanghai Chinese Restaurant,3,8,4,242,https://www.google.com/maps/place/?q=place_id:ChIJL9F8z8FYwokREovozbuCvZY
Golden Dynasty Restaurant,3,11,4.2,179,https://www.google.com/maps/place/?q=place_id:ChIJNbpEQ-BEwokRdlNMRGinEyk
Vanessa's Dumpling House,3,13,4.1,249,https://www.google.com/maps/place/?q=place_id:ChIJ_ewsmVNZwokRotSLa_9mUvs
Empire Szechuan,3,22,3.5,377,https://www.google.com/maps/place/?q=place_id:ChIJ9dNW2IpYwokRM4ru8HmhSZU
快鹿小吃NY Go Go Dim Sum,3,33,3.7,102,https://www.google.com/maps/place/?q=place_id:ChIJqzFy_CdhwokRx1Il4pPSzlY
Li's Garden,3,71,3.1,136,https://www.google.com/maps/place/?q=place_id:ChIJiR3qKBNgwokRusKe6gJfzp4
Happy Garden Bayside Restaurant,2.980392157,51,3.7,199,https://www.google.com/maps/place/?q=place_id:ChIJW5CjmCBhwokRz-vnouc2MTg
Taste of Canton廣食堂,2.951219512,41,3.3,104,https://www.google.com/maps/place/?q=place_id:ChIJoWE4-nZhwokRw1p1LzFOpq4
Wu La Bu Huan,2.890756303,119,3,257,https://www.google.com/maps/place/?q=place_id:ChIJI0fJB0xFwokRmJti-5GRonU
Fu Yuan Kitchen,2.85,60,3.2,163,https://www.google.com/maps/place/?q=place_id:ChIJMXKZMg5FwokRgkI3-sNoEhg
Jue Lan Club,2.823529412,17,3.8,969,https://www.google.com/maps/place/?q=place_id:ChIJpZ1jwAFZwokRmfXFIqDLYjU
Yoan Ming Garden,2.8,5,3.2,113,https://www.google.com/maps/place/?q=place_id:ChIJmfepLqdYwokRU53hSnZJmbs
Six Happiness,2.8,5,3.2,102,https://www.google.com/maps/place/?q=place_id:ChIJL-Ie9QRZwokRFpZu4la678Q
Lily's,2.8,5,3.9,152,https://www.google.com/maps/place/?q=place_id:ChIJ0ZtlMiRawokRjlMbqTQWWW4
China Star,2.8,5,4.2,253,https://www.google.com/maps/place/?q=place_id:ChIJd8vs01mtw4kRUL4an1gwmL8
China King,2.8,10,3.6,183,https://www.google.com/maps/place/?q=place_id:ChIJM-VKhKBZwokRAjBdoT-TaFU
Lucky Zhang's（ 8大道张家興）,2.797619048,84,2.8,194,https://www.google.com/maps/place/?q=place_id:ChIJO0YmYEpFwokRXxdhCqFupbM
Youjuer (有局儿),2.769230769,65,3,138,https://www.google.com/maps/place/?q=place_id:ChIJAceow2NhwokRQ6O1qM3_BII
Glatt Family Express,2.75,4,4.2,536,https://www.google.com/maps/place/?q=place_id:ChIJMXst5NNEwokRZ9Z880cO9wk
Tantou Wang's Fuzhou Fishball 潭頭王記福州魚丸,2.735849057,53,3.2,123,https://www.google.com/maps/place/?q=place_id:ChIJJ8uWkPthwokR_dvfUTpHvO8
Best Wok No.1,2.714285714,7,3.4,113,https://www.google.com/maps/place/?q=place_id:ChIJ7dnaalNbwokRkZBDeNKtXtk
ShaXian Delicacies,2.7,80,2.8,156,https://www.google.com/maps/place/?q=place_id:ChIJvZy2zjNFwokReIcFCLBDp4A
China Dragon,2.666666667,3,3.8,186,https://www.google.com/maps/place/?q=place_id:ChIJSwpYf0hbwokRyKsCKr5whDc
NABANNO RESTAURANT,2.666666667,6,3.8,301,https://www.google.com/maps/place/?q=place_id:ChIJhcJ0OnRfwokRL8sObEaQ2ZQ
SOYSAUCE Kosher Chinese Takeout,2.6,5,4.2,230,https://www.google.com/maps/place/?q=place_id:ChIJDxfRFWJgwokR0Rv2HVFpcmQ
Qing Dao Restaurant (青岛饭店),2.555555556,36,3.3,114,https://www.google.com/maps/place/?q=place_id:ChIJpdkv_BFgwokRW_Sc7g9eqMo
Sichuan Hot Pot Cuisine,2.545454545,11,3.1,163,https://www.google.com/maps/place/?q=place_id:ChIJ4d_RG6hbwokRlt8qiuN8SsY
King's Wok Kitchen,2.5,4,3.9,146,https://www.google.com/maps/place/?q=place_id:ChIJZ3-fDoBbwokRD_hJ22KsHmo
XiangJu XiangGuoLiLa,2.419354839,62,2.9,137,https://www.google.com/maps/place/?q=place_id:ChIJC-XSzxJbwokRTmtutEXz-xE
Profit Chinese Restaurant II,2.4,5,3.4,167,https://www.google.com/maps/place/?q=place_id:ChIJ6ydHvwVZwokRmuQEfDuDl84
Mr Q's Noodle,2.384615385,78,2.6,189,https://www.google.com/maps/place/?q=place_id:ChIJC8JQTTVFwokRcW2OPy_vxv8
Joe's Ginger,2.340425532,94,2.9,1098,https://www.google.com/maps/place/?q=place_id:ChIJ5T85KohZwokRBoseuq6D4W0
New Dragon Palace,2.333333333,3,4,109,https://www.google.com/maps/place/?q=place_id:ChIJwbohmslbwokRRpMMai-NZZw
Dragon City Chinese Kitchen,2.333333333,3,3.8,137,https://www.google.com/maps/place/?q=place_id:ChIJD75uKtBgwokREVflJC1xm1s
New King Garden,2.333333333,3,4.2,116,https://www.google.com/maps/place/?q=place_id:ChIJm1QbdVFnwokRJ9-bFb2L_No
Main Moon Chinese Restaurant,2.333333333,3,3.9,131,https://www.google.com/maps/place/?q=place_id:ChIJixixF2Kxw4kRAIcW0VEY79Q
Ling Ling Kitchen,2.2,5,3.8,121,https://www.google.com/maps/place/?q=place_id:ChIJdYq-5VtawokRTKryhgBQ4eY
Jade Garden Restaurant,2,1,4.3,129,https://www.google.com/maps/place/?q=place_id:ChIJA6IeRrT0wokR-c4DuViKi5g
Panda,2,1,4.2,145,https://www.google.com/maps/place/?q=place_id:ChIJ6YZPNqD0wokRXjZBYvA8kFg
Wang Eastern Chinese Restaurant,2,1,3.7,134,https://www.google.com/maps/place/?q=place_id:ChIJKQSt07L1wokR-8ifFCZEjT4
Fortune Cookie,2,2,3.4,149,https://www.google.com/maps/place/?q=place_id:ChIJeQVPMdBNwokRa4sgow6ZE4U
Cheong Hei,2,2,4.1,131,https://www.google.com/maps/place/?q=place_id:ChIJM7xsU6lfwokRVNhJ082ipsM
New Good Friends,2,3,4,129,https://www.google.com/maps/place/?q=place_id:ChIJ872Jj-1RwokRicEMx6ktuoM
Sun Fung,2,4,4.2,131,https://www.google.com/maps/place/?q=place_id:ChIJeeoH4zv0wokRGj00vTQq6ms
Red Ginger,1,1,3.6,117,https://www.google.com/maps/place/?q=place_id:ChIJj-6pkltMwokR8VBvCFxljww
New King Foo,1,1,4.3,128,https://www.google.com/maps/place/?q=place_id:ChIJJ7TBTUJNwokR38eJzENeVhg
Halal Fresh Chinese and Indian cuisine,1,1,4.1,231,https://www.google.com/maps/place/?q=place_id:ChIJD15xTwX1wokRNVUKOYvRTHE
Yummy Wok Chinese Restaurant,1,1,3.3,102,https://www.google.com/maps/place/?q=place_id:ChIJ4yKQIj-zw4kRCwlx3YHBX9c
Jumbo,1,1,4,149,https://www.google.com/maps/place/?q=place_id:ChIJFcEi44r0wokRBaLjizrZE4I
Sweet Rice,1,1,3.9,210,https://www.google.com/maps/place/?q=place_id:ChIJNd7FPnRewokRs4TFsxEtbh4
New Sing Sheng Kitchen,1,1,3.9,123,https://www.google.com/maps/place/?q=place_id:ChIJOQaaUaVfwokRjm9rbrwbd3Y
Golden Star,1,2,3.9,155,https://www.google.com/maps/place/?q=place_id:ChIJhYUmuUvzwokRUmp3-3L4Cag
Great Wall Place,1,2,3.1,197,https://www.google.com/maps/place/?q=place_id:ChIJQVlcL_v0wokRTh8nVEuycco
Panda House,1,2,3.4,120,https://www.google.com/maps/place/?q=place_id:ChIJURWhcndhwokRYXWo_4DLkwg
New Sunny,0,0,4,148,https://www.google.com/maps/place/?q=place_id:ChIJKQ_MiXlcwokRW3hVBfR6oz8
Zhu Lang Dian,0,0,4.3,142,https://www.google.com/maps/place/?q=place_id:ChIJtUyM4T5bwokRuH5vinGumw8
Lucky,0,0,4.4,125,https://www.google.com/maps/place/?q=place_id:ChIJqZ348of0wokRsNSeCdamjiQ
Yang's Good Taste,0,0,4.1,169,https://www.google.com/maps/place/?q=place_id:ChIJk_3A5nn0wokRzwr0RmkO1yg
Foohing Kitchen,0,0,4.4,119,https://www.google.com/maps/place/?q=place_id:ChIJr9HJGsX1wokRJlU7NJLRh-k
Jade Joy,0,0,3.6,117,https://www.google.com/maps/place/?q=place_id:ChIJCyd8ezOLwokRUZEMJyUbRIQ
Flamin' Wok Jamaican Chinese and Seafood,0,0,3.6,177,https://www.google.com/maps/place/?q=place_id:ChIJN1Q2eZrzwokRP6aTM-_ZTpU
Lucky Garden,0,0,4.1,139,https://www.google.com/maps/place/?q=place_id:ChIJSe8goTxOwokRr-RLkeZ2wR8
Hasan Halal Chinese,0,0,4,103,https://www.google.com/maps/place/?q=place_id:ChIJSdggvan1wokRuBvxrqCykdo
China New Wok,0,0,4.3,218,https://www.google.com/maps/place/?q=place_id:ChIJUwEFVGP0wokRevcQDYBH5Vw
Feng's Garden,0,0,3.7,119,https://www.google.com/maps/place/?q=place_id:ChIJL9STPdxgwokRQYsieWj_phU
Kee Wong,0,0,4.5,128,https://www.google.com/maps/place/?q=place_id:ChIJg_3_i3r0wokRtFG37L-NY3E
Chang Pai Halal Thai and Chinese,0,0,2.9,252,https://www.google.com/maps/place/?q=place_id:ChIJXwPWAsVhwokRMKWxygKGKrg
Great Wall,0,0,4.1,160,https://www.google.com/maps/place/?q=place_id:ChIJLbuQp4b0wokRQNddVw2FKDo
Chinese 5 Star,0,0,3.8,150,https://www.google.com/maps/place/?q=place_id:ChIJSXUyhuv0wokRcvrYoNY29Jo
General Tso's,0,0,4.1,141,https://www.google.com/maps/place/?q=place_id:ChIJpUI8zsP0wokRGlj03me8GWY
Boe Lee,0,0,3.7,119,https://www.google.com/maps/place/?q=place_id:ChIJ3TsQg5_0wokRtuRJtQn49I4
Happy Garden,0,0,3.6,127,https://www.google.com/maps/place/?q=place_id:ChIJUZuhqI70wokRDfWraTTI5m4
Elegant,0,0,4.1,102,https://www.google.com/maps/place/?q=place_id:ChIJ-eZkgIFhwokRpVrLlrb8xA8
Great Wall Kitchen,0,0,3.9,110,https://www.google.com/maps/place/?q=place_id:ChIJjw2ykFL0wokRhIYBCg9ucnc
AA Chinese Restaurant,0,0,3.1,217,https://www.google.com/maps/place/?q=place_id:ChIJCZfV1W_0wokRSudDquOyZQk
Number 8,0,0,3.9,126,https://www.google.com/maps/place/?q=place_id:ChIJJUkIiXX0wokRJ0o02gNJ5jc
